hum3,hum2,hum1,dewp3,dewp2,dewp1,tavg3,tavg2,tavg1,yTavg
56,80,58,9,26,18,21.5,26,29,38
80,58,52,26,18,23,26,29,38,46
58,52,38,18,23,22,29,38,46,29.5
52,38,63,23,22,16,38,46,29.5,20.5
38,63,62,22,16,12,46,29.5,20.5,37
63,62,56,16,12,21,29.5,20.5,37,47
62,56,42,12,21,23,20.5,37,47,36.5
56,42,73,21,23,28,37,47,36.5,29
42,73,77,23,28,24,47,36.5,29,26.5
73,77,60,28,24,16,36.5,29,26.5,40.5
77,60,56,24,16,21,29,26.5,40.5,32
60,56,77,16,21,23,26.5,40.5,32,44
56,77,44,21,23,24,40.5,32,44,54
77,44,33,23,24,24,32,44,54,61.5
44,33,24,24,24,20,44,54,61.5,45
33,24,54,24,20,30,54,61.5,45,47
24,54,38,20,30,19,61.5,45,47,40.5
54,38,25,30,19,6,45,47,40.5,38.5
38,25,31,19,6,6,47,40.5,38.5,36.5
25,31,49,6,6,17,40.5,38.5,36.5,43.5
31,49,44,6,17,20,38.5,36.5,43.5,33
49,44,62,17,20,19,36.5,43.5,33,16.5
44,62,79,20,19,12,43.5,33,16.5,14
62,79,63,19,12,6,33,16.5,14,14.5
79,63,62,12,6,5,16.5,14,14.5,29
63,62,60,6,5,18,14,14.5,29,39.5
62,60,64,5,18,28,14.5,29,39.5,47
60,64,57,18,28,30,29,39.5,47,53
64,57,40,28,30,27,39.5,47,53,51
57,40,50,30,27,29,47,53,51,49
40,50,46,27,29,25,53,51,49,43
50,46,61,29,25,28,51,49,43,38
46,61,80,25,28,32,49,43,38,47.5
61,80,57,28,32,28,43,38,47.5,52
80,57,39,32,28,26,38,47.5,52,58
57,39,27,28,26,22,47.5,52,58,49
39,27,34,26,22,22,52,58,49,51
27,34,39,22,22,24,58,49,51,46.5
34,39,49,22,24,23,49,51,46.5,15.5
39,49,77,24,23,8,51,46.5,15.5,14.5
49,77,68,23,8,7,46.5,15.5,14.5,32.5
77,68,64,8,7,25,15.5,14.5,32.5,44.5
68,64,64,7,25,28,14.5,32.5,44.5,47.5
64,64,48,25,28,24,32.5,44.5,47.5,39.5
64,48,40,28,24,16,44.5,47.5,39.5,30
48,40,76,24,16,21,47.5,39.5,30,30
40,76,79,16,21,25,39.5,30,30,24.5
76,79,82,21,25,21,30,30,24.5,24
79,82,55,25,21,11,30,24.5,24,41
82,55,38,21,11,17,24.5,24,41,44.5
55,38,52,11,17,27,24,41,44.5,47.5
38,52,47,17,27,26,41,44.5,47.5,35
52,47,76,27,26,25,44.5,47.5,35,24.5
47,76,68,26,25,15,47.5,35,24.5,39.5
76,68,46,25,15,17,35,24.5,39.5,48.5
68,46,35,15,17,20,24.5,39.5,48.5,52
46,35,33,17,20,21,39.5,48.5,52,56.5
35,33,25,20,21,19,48.5,52,56.5,63.5
33,25,21,21,19,21,52,56.5,63.5,60.5
25,21,25,19,21,23,56.5,63.5,60.5,50.5
21,25,46,21,23,28,63.5,60.5,50.5,32
25,46,84,23,28,25,60.5,50.5,32,32
46,84,53,28,25,17,50.5,32,32,44.5
84,53,39,25,17,20,32,32,44.5,46.5
53,39,47,17,20,25,32,44.5,46.5,45
39,47,44,20,25,25,44.5,46.5,45,50.5
47,44,43,25,25,30,46.5,45,50.5,56
44,43,56,25,30,38,45,50.5,56,53.5
43,56,78,30,38,43,50.5,56,53.5,52
56,78,73,38,43,42,56,53.5,52,53.5
78,73,58,43,42,38,53.5,52,53.5,56.5
73,58,57,42,38,39,52,53.5,56.5,62.5
58,57,37,38,39,35,53.5,56.5,62.5,70.5
57,37,30,39,35,37,56.5,62.5,70.5,73
37,30,31,35,37,38,62.5,70.5,73,68
30,31,50,37,38,44,70.5,73,68,66.5
31,50,47,38,44,42,73,68,66.5,70.5
50,47,30,44,42,33,68,66.5,70.5,63
47,30,35,42,33,34,66.5,70.5,63,57.5
30,35,47,33,34,35,70.5,63,57.5,55
35,47,58,34,35,39,63,57.5,55,57
47,58,42,35,39,32,57.5,55,57,58.5
58,42,50,39,32,37,55,57,58.5,57.5
42,50,67,32,37,45,57,58.5,57.5,67
50,67,50,37,45,44,58.5,57.5,67,70
67,50,44,45,44,43,57.5,67,70,69.5
50,44,29,44,43,35,67,70,69.5,68.5
44,29,31,43,35,32,70,69.5,68.5,65.5
29,31,40,35,32,38,69.5,68.5,65.5,56
31,40,61,32,38,42,68.5,65.5,56,58.5
40,61,30,38,42,27,65.5,56,58.5,59
61,30,28,42,27,22,56,58.5,59,56
30,28,43,27,22,33,58.5,59,56,61.5
28,43,34,22,33,32,59,56,61.5,75.5
43,34,17,33,32,27,56,61.5,75.5,63
34,17,63,32,27,46,61.5,75.5,63,53.5
17,63,77,27,46,45,75.5,63,53.5,61
63,77,49,46,45,39,63,53.5,61,67
77,49,39,45,39,40,53.5,61,67,65
49,39,38,39,40,39,61,67,65,68
39,38,31,40,39,35,67,65,68,83.5
38,31,15,39,35,30,65,68,83.5,78.5
31,15,13,35,30,23,68,83.5,78.5,76
15,13,17,30,23,29,83.5,78.5,76,73.5
13,17,49,23,29,49,78.5,76,73.5,74.5
17,49,29,29,49,40,76,73.5,74.5,69.5
49,29,49,49,40,46,73.5,74.5,69.5,73
29,49,34,40,46,40,74.5,69.5,73,67.5
49,34,39,46,40,41,69.5,73,67.5,69.5
34,39,53,40,41,48,73,67.5,69.5,73.5
39,53,38,41,48,41,67.5,69.5,73.5,73.5
53,38,30,48,41,34,69.5,73.5,73.5,75.5
38,30,33,41,34,39,73.5,73.5,75.5,72
30,33,48,34,39,47,73.5,75.5,72,69.5
33,48,57,39,47,47,75.5,72,69.5,73.5
48,57,36,47,47,41,72,69.5,73.5,75.5
57,36,24,47,41,35,69.5,73.5,75.5,77.5
36,24,24,41,35,37,73.5,75.5,77.5,82
24,24,24,35,37,40,75.5,77.5,82,80.5
24,24,37,37,40,49,77.5,82,80.5,73
24,37,47,40,49,51,82,80.5,73,70.5
37,47,66,49,51,56,80.5,73,70.5,69
47,66,57,51,56,50,73,70.5,69,70.5
66,57,49,56,50,47,70.5,69,70.5,73
57,49,34,50,47,42,69,70.5,73,77
49,34,30,47,42,42,70.5,73,77,78
34,30,38,42,42,48,73,77,78,77.5
30,38,35,42,48,47,77,78,77.5,76
38,35,38,48,47,48,78,77.5,76,79.5
35,38,33,47,48,45,77.5,76,79.5,82
38,33,25,48,45,40,76,79.5,82,75.5
33,25,46,45,40,52,79.5,82,75.5,82
25,46,38,40,52,51,82,75.5,82,81
46,38,46,52,51,53,75.5,82,81,78.5
38,46,62,51,53,57,82,81,78.5,71
46,62,74,53,57,60,81,78.5,71,70
62,74,65,57,60,56,78.5,71,70,69
74,65,51,60,56,49,71,70,69,74.5
65,51,44,56,49,50,70,69,74.5,78.5
51,44,47,49,50,52,69,74.5,78.5,71
44,47,57,50,52,55,74.5,78.5,71,75
47,57,56,52,55,54,78.5,71,75,74.5
57,56,44,55,54,50,71,75,74.5,78.5
56,44,37,54,50,48,75,74.5,78.5,78
44,37,37,50,48,48,74.5,78.5,78,72
37,37,54,48,48,55,78.5,78,72,68.5
37,54,61,48,55,53,78,72,68.5,74.5
54,61,45,55,53,47,72,68.5,74.5,68.5
61,45,64,53,47,53,68.5,74.5,68.5,66.5
45,64,81,47,53,58,74.5,68.5,66.5,66
64,81,76,53,58,56,68.5,66.5,66,72
81,76,52,58,56,51,66.5,66,72,75.5
76,52,38,56,51,42,66,72,75.5,78.5
52,38,48,51,42,50,72,75.5,78.5,77
38,48,39,42,50,48,75.5,78.5,77,76.5
48,39,59,50,48,54,78.5,77,76.5,73.5
39,59,55,48,54,54,77,76.5,73.5,75.5
59,55,46,54,54,51,76.5,73.5,75.5,75.5
55,46,38,54,51,46,73.5,75.5,75.5,65
46,38,68,51,46,54,75.5,75.5,65,65.5
38,68,73,46,54,54,75.5,65,65.5,66.5
68,73,60,54,54,49,65,65.5,66.5,70.5
73,60,53,54,49,47,65.5,66.5,70.5,70.5
60,53,48,49,47,48,66.5,70.5,70.5,68.5
53,48,63,47,48,53,70.5,70.5,68.5,68
48,63,57,48,53,50,70.5,68.5,68,70
63,57,53,53,50,47,68.5,68,70,70.5
57,53,42,50,47,45,68,70,70.5,73.5
53,42,37,47,45,43,70,70.5,73.5,78.5
42,37,29,45,43,40,70.5,73.5,78.5,80.5
37,29,39,43,40,46,73.5,78.5,80.5,78
29,39,29,40,46,42,78.5,80.5,78,84.5
39,29,22,46,42,38,80.5,78,84.5,79
29,22,37,42,38,47,78,84.5,79,71.5
22,37,67,38,47,57,84.5,79,71.5,75.5
37,67,51,47,57,53,79,71.5,75.5,73.5
67,51,48,57,53,51,71.5,75.5,73.5,75.5
51,48,46,53,51,52,75.5,73.5,75.5,75.5
48,46,47,51,52,53,73.5,75.5,75.5,78.5
46,47,44,52,53,53,75.5,75.5,78.5,78.5
47,44,38,53,53,49,75.5,78.5,78.5,80
44,38,35,53,49,48,78.5,78.5,80,80
38,35,41,49,48,51,78.5,80,80,77.5
35,41,29,48,51,41,80,80,77.5,71.5
41,29,59,51,41,55,80,77.5,71.5,76
29,59,47,41,55,52,77.5,71.5,76,81
59,47,36,55,52,49,71.5,76,81,81
47,36,44,52,49,53,76,81,81,79.5
36,44,43,49,53,50,81,81,79.5,79
44,43,34,53,50,45,81,79.5,79,76
43,34,35,50,45,43,79.5,79,76,74.5
34,35,35,45,43,45,79,76,74.5,72
35,35,63,43,45,53,76,74.5,72,64.5
35,63,85,45,53,58,74.5,72,64.5,66
63,85,85,53,58,59,72,64.5,66,61.5
85,85,94,58,59,60,64.5,66,61.5,67.5
85,94,80,59,60,59,66,61.5,67.5,68.5
94,80,81,60,59,57,61.5,67.5,68.5,57.5
80,81,92,59,57,55,67.5,68.5,57.5,64.5
81,92,75,57,55,54,68.5,57.5,64.5,70
92,75,50,55,54,48,57.5,64.5,70,72
75,50,43,54,48,46,64.5,70,72,57.5
50,43,61,48,46,43,70,72,57.5,60
43,61,62,46,43,45,72,57.5,60,65.5
61,62,47,43,45,43,57.5,60,65.5,67.5
62,47,54,45,43,46,60,65.5,67.5,58
47,54,57,43,46,41,65.5,67.5,58,57
54,57,47,46,41,37,67.5,58,57,63.5
57,47,39,41,37,37,58,57,63.5,56.5
47,39,63,37,37,44,57,63.5,56.5,46
39,63,93,37,44,44,63.5,56.5,46,53
63,93,48,44,44,31,56.5,46,53,58.5
93,48,38,44,31,32,46,53,58.5,66.5
48,38,49,31,32,44,53,58.5,66.5,60
38,49,32,32,44,30,58.5,66.5,60,60.5
49,32,32,44,30,24,66.5,60,60.5,52
32,32,38,30,24,24,60,60.5,52,37.5
32,38,42,24,24,10,60.5,52,37.5,43.5
38,42,46,24,10,25,52,37.5,43.5,49.5
42,46,67,10,25,31,37.5,43.5,49.5,59.5
46,67,31,25,31,30,43.5,49.5,59.5,64.5
67,31,45,31,30,38,49.5,59.5,64.5,55.5
31,45,35,30,38,27,59.5,64.5,55.5,53.5
45,35,58,38,27,30,64.5,55.5,53.5,52
35,58,46,27,30,29,55.5,53.5,52,48.5
58,46,69,30,29,37,53.5,52,48.5,51.5
46,69,81,29,37,48,52,48.5,51.5,44
69,81,50,37,48,19,48.5,51.5,44,36.5
81,50,77,48,19,31,51.5,44,36.5,40
50,77,57,19,31,26,44,36.5,40,39.5
77,57,91,31,26,43,36.5,40,39.5,36.5
57,91,62,26,43,21,40,39.5,36.5,48.5
91,62,23,43,21,7,39.5,36.5,48.5,41
62,23,59,21,7,25,36.5,48.5,41,43.5
23,59,75,7,25,35,48.5,41,43.5,49
59,75,43,25,35,18,41,43.5,49,52.5
75,43,39,35,18,24,43.5,49,52.5,44
43,39,31,18,24,16,49,52.5,44,51
39,31,53,24,16,32,52.5,44,51,49
31,53,43,16,32,26,44,51,49,56.5
53,43,72,32,26,49,51,49,56.5,40.5
43,72,52,26,49,22,49,56.5,40.5,36
72,52,64,49,22,22,56.5,40.5,36,40.5
52,64,56,22,22,20,40.5,36,40.5,43.5
64,56,59,22,20,28,36,40.5,43.5,39
56,59,56,20,28,25,40.5,43.5,39,47.5
59,56,41,28,25,21,43.5,39,47.5,50
56,41,38,25,21,21,39,47.5,50,33
41,38,60,21,21,20,47.5,50,33,31.5
38,60,51,21,20,14,50,33,31.5,36
60,51,35,20,14,12,33,31.5,36,41.5
51,35,40,14,12,18,31.5,36,41.5,49.5
35,40,32,12,18,20,36,41.5,49.5,48.5
40,32,50,18,20,25,41.5,49.5,48.5,49
32,50,43,20,25,23,49.5,48.5,49,47
50,43,61,25,23,24,48.5,49,47,44.5
43,61,53,23,24,26,49,47,44.5,53
61,53,25,24,26,14,47,44.5,53,48
53,25,50,26,14,28,44.5,53,48,48.5
25,50,36,14,28,19,53,48,48.5,43.5
50,36,42,28,19,21,48,48.5,43.5,40
36,42,44,19,21,18,48.5,43.5,40,43.5
42,44,35,21,18,13,43.5,40,43.5,44.5
44,35,34,18,13,19,40,43.5,44.5,42
35,34,43,13,19,24,43.5,44.5,42,18.5
34,43,80,19,24,10,44.5,42,18.5,23.5
43,80,58,24,10,14,42,18.5,23.5,28
80,58,65,10,14,19,18.5,23.5,28,29
58,65,76,14,19,21,23.5,28,29,33.5
65,76,68,19,21,24,28,29,33.5,38
76,68,62,21,24,22,29,33.5,38,47.5
68,62,41,24,22,19,33.5,38,47.5,37.5
62,41,62,22,19,24,38,47.5,37.5,45.5
41,62,40,19,24,20,47.5,37.5,45.5,46
62,40,27,24,20,14,37.5,45.5,46,43
40,27,71,20,14,34,45.5,46,43,47.5
27,71,90,14,34,49,46,43,47.5,33.5
71,90,39,34,49,4,43,47.5,33.5,-1
90,39,90,49,4,7,47.5,33.5,-1,-3.5
39,90,81,4,7,0,33.5,-1,-3.5,-2.5
90,81,91,7,0,9,-1,-3.5,-2.5,-1
81,91,93,0,9,14,-3.5,-2.5,-1,6
91,93,93,9,14,15,-2.5,-1,6,10.5
93,93,81,14,15,14,-1,6,10.5,26
93,81,71,15,14,21,6,10.5,26,23
81,71,72,14,21,22,10.5,26,23,35.5
71,72,44,21,22,10,26,23,35.5,37
72,44,90,22,10,36,23,35.5,37,32
44,90,72,10,36,24,35.5,37,32,41.5
90,72,28,36,24,2,37,32,41.5,46.5
72,28,44,24,2,12,32,41.5,46.5,44
28,44,47,2,12,22,41.5,46.5,44,54
44,47,34,12,22,25,46.5,44,54,29
47,34,94,22,25,36,44,54,29,20
34,94,81,25,36,17,54,29,20,21
94,81,83,36,17,22,29,20,21,25.5
81,83,87,17,22,30,20,21,25.5,27.5
83,87,71,22,30,22,21,25.5,27.5,35
87,71,64,30,22,24,25.5,27.5,35,28.5
71,64,58,22,24,14,27.5,35,28.5,38.5
64,58,37,24,14,14,35,28.5,38.5,45
58,37,47,14,14,27,28.5,38.5,45,39
37,47,45,14,27,21,38.5,45,39,21
47,45,58,27,21,9,45,39,21,35
45,58,42,21,9,7,39,21,35,44
58,42,67,9,7,31,21,35,44,27
42,67,79,7,31,23,35,44,27,26.5
67,79,69,31,23,17,44,27,26.5,43.5
79,69,35,23,17,18,27,26.5,43.5,22
69,35,87,17,18,16,26.5,43.5,22,1
35,87,81,18,16,0,43.5,22,1,13
87,81,64,16,0,1,22,1,13,32
81,64,58,0,1,20,1,13,32,28
64,58,72,1,20,19,13,32,28,32
58,72,59,20,19,18,32,28,32,31.5
72,59,44,19,18,12,28,32,31.5,38
59,44,47,18,12,22,32,31.5,38,35
44,47,43,12,22,15,31.5,38,35,36
47,43,35,22,15,12,38,35,36,28
43,35,72,15,12,19,35,36,28,37
35,72,40,12,19,16,36,28,37,34
72,40,49,19,16,15,28,37,34,37.5
40,49,49,16,15,16,37,34,37.5,40.5
49,49,40,15,16,14,34,37.5,40.5,50
49,40,23,16,14,10,37.5,40.5,50,34.5
40,23,47,14,10,15,40.5,50,34.5,44
23,47,25,10,15,1,50,34.5,44,30.5
47,25,57,15,1,15,34.5,44,30.5,14
25,57,75,1,15,7,44,30.5,14,39.5
57,75,34,15,7,12,30.5,14,39.5,44
75,34,40,7,12,21,14,39.5,44,37.5
34,40,46,12,21,16,39.5,44,37.5,15
40,46,80,21,16,11,44,37.5,15,16
46,80,65,16,11,6,37.5,15,16,34.5
80,65,42,11,6,17,15,16,34.5,39
65,42,68,6,17,27,16,34.5,39,22.5
42,68,88,17,27,25,34.5,39,22.5,13
68,88,86,27,25,13,39,22.5,13,8.5
88,86,82,25,13,4,22.5,13,8.5,16
86,82,76,13,4,10,13,8.5,16,6
82,76,84,4,10,4,8.5,16,6,-10
76,84,79,10,4,-13,16,6,-10,-7.5
84,79,75,4,-13,-12,6,-10,-7.5,14.5
79,75,64,-13,-12,7,-10,-7.5,14.5,33
75,64,59,-12,7,19,-7.5,14.5,33,18
64,59,90,7,19,17,14.5,33,18,23.5
59,90,85,19,17,19,33,18,23.5,32
90,85,53,17,19,17,18,23.5,32,35
85,53,61,19,17,21,23.5,32,35,46.5
53,61,45,17,21,26,32,35,46.5,37.5
61,45,65,21,26,25,35,46.5,37.5,41.5
45,65,69,26,25,29,46.5,37.5,41.5,47.5
65,69,49,25,29,25,37.5,41.5,47.5,44.5
69,49,25,29,25,8,41.5,47.5,44.5,46.5
49,25,32,25,8,13,47.5,44.5,46.5,43
25,32,47,8,13,22,44.5,46.5,43,29.5
32,47,40,13,22,7,46.5,43,29.5,37.5
47,40,29,22,7,8,43,29.5,37.5,36
40,29,61,7,8,19,29.5,37.5,36,34.5
29,61,84,8,19,26,37.5,36,34.5,39.5
61,84,59,19,26,18,36,34.5,39.5,14.5
84,59,82,26,18,11,34.5,39.5,14.5,24
59,82,60,18,11,13,39.5,14.5,24,42.5
82,60,47,11,13,22,14.5,24,42.5,42.5
60,47,37,13,22,10,24,42.5,42.5,17.5
47,37,87,22,10,11,42.5,42.5,17.5,13.5
37,87,84,10,11,9,42.5,17.5,13.5,39
87,84,42,11,9,20,17.5,13.5,39,46.5
84,42,46,9,20,20,13.5,39,46.5,39.5
42,46,66,20,20,26,39,46.5,39.5,48.5
46,66,33,20,26,22,46.5,39.5,48.5,39.5
66,33,86,26,22,31,39.5,48.5,39.5,39.5
33,86,68,22,31,28,48.5,39.5,39.5,54
86,68,26,31,28,13,39.5,39.5,54,56
68,26,24,28,13,17,39.5,54,56,37
26,24,70,13,17,23,54,56,37,36
24,70,48,17,23,12,56,37,36,46
70,48,28,23,12,13,37,36,46,46
48,28,36,12,13,17,36,46,46,37.5
28,36,46,13,17,19,46,46,37.5,43
36,46,42,17,19,19,46,37.5,43,53.5
46,42,26,19,19,14,37.5,43,53.5,32.5
42,26,59,19,14,18,43,53.5,32.5,36.5
26,59,38,14,18,10,53.5,32.5,36.5,44
59,38,16,18,10,2,32.5,36.5,44,37
38,16,48,10,2,17,36.5,44,37,27.5
16,48,79,2,17,21,44,37,27.5,38.5
48,79,49,17,21,15,37,27.5,38.5,31
79,49,61,21,15,19,27.5,38.5,31,40
49,61,52,15,19,21,38.5,31,40,52
61,52,29,19,21,20,31,40,52,46.5
52,29,55,21,20,24,40,52,46.5,41.5
29,55,45,20,24,18,52,46.5,41.5,47.5
55,45,25,24,18,12,46.5,41.5,47.5,55.5
45,25,24,18,12,17,41.5,47.5,55.5,44.5
25,24,85,12,17,44,47.5,55.5,44.5,45
24,85,45,17,44,22,55.5,44.5,45,39.5
85,45,70,44,22,28,44.5,45,39.5,37.5
45,70,81,22,28,29,45,39.5,37.5,37
70,81,56,28,29,23,39.5,37.5,37,46.5
81,56,46,29,23,25,37.5,37,46.5,45
56,46,53,23,25,27,37,46.5,45,44
46,53,46,25,27,23,46.5,45,44,51.5
53,46,34,27,23,24,45,44,51.5,61.5
46,34,22,23,24,21,44,51.5,61.5,53.5
34,22,48,24,21,33,51.5,61.5,53.5,59
22,48,30,21,33,26,61.5,53.5,59,58.5
48,30,28,33,26,24,53.5,59,58.5,32.5
30,28,90,26,24,26,59,58.5,32.5,29.5
28,90,67,24,26,18,58.5,32.5,29.5,48
90,67,29,26,18,17,32.5,29.5,48,44
67,29,46,18,17,24,29.5,48,44,46.5
29,46,52,17,24,28,48,44,46.5,60.5
46,52,28,24,28,27,44,46.5,60.5,57
52,28,55,28,27,38,46.5,60.5,57,58.5
28,55,51,27,38,38,60.5,57,58.5,56.5
55,51,42,38,38,32,57,58.5,56.5,63.5
51,42,34,38,32,32,58.5,56.5,63.5,57
42,34,47,32,32,33,56.5,63.5,57,49
34,47,41,32,33,25,63.5,57,49,56
47,41,30,33,25,24,57,49,56,62
41,30,25,25,24,24,49,56,62,45
30,25,65,24,24,33,56,62,45,45
25,65,37,24,33,18,62,45,45,41.5
65,37,49,33,18,22,45,45,41.5,40
37,49,54,18,22,25,45,41.5,40,47.5
49,54,31,22,25,17,41.5,40,47.5,57.5
54,31,28,25,17,25,40,47.5,57.5,64
31,28,24,17,25,24,47.5,57.5,64,68.5
28,24,16,25,24,21,57.5,64,68.5,66
24,16,20,24,21,20,64,68.5,66,63.5
16,20,31,21,20,31,68.5,66,63.5,53.5
20,31,68,20,31,42,66,63.5,53.5,45
31,68,83,31,42,37,63.5,53.5,45,49
68,83,50,42,37,32,53.5,45,49,55.5
83,50,62,37,32,39,45,49,55.5,39
50,62,93,32,39,34,49,55.5,39,36.5
62,93,77,39,34,27,55.5,39,36.5,41.5
93,77,49,34,27,22,39,36.5,41.5,45
77,49,50,27,22,27,36.5,41.5,45,50
49,50,60,22,27,35,41.5,45,50,51.5
50,60,64,27,35,40,45,50,51.5,56.5
60,64,67,35,40,44,50,51.5,56.5,66
64,67,41,40,44,38,51.5,56.5,66,65
67,41,36,44,38,36,56.5,66,65,62.5
41,36,65,38,36,47,66,65,62.5,60.5
36,65,78,36,47,50,65,62.5,60.5,61
65,78,78,47,50,51,62.5,60.5,61,59
78,78,73,50,51,50,60.5,61,59,60.5
78,73,72,51,50,50,61,59,60.5,60
73,72,65,50,50,46,59,60.5,60,62.5
72,65,60,50,46,47,60.5,60,62.5,67
65,60,47,46,47,45,60,62.5,67,70
60,47,37,47,45,42,62.5,67,70,71.5
47,37,39,45,42,45,67,70,71.5,62.5
37,39,77,42,45,53,70,71.5,62.5,65.5
39,77,73,45,53,56,71.5,62.5,65.5,69
77,73,50,53,56,46,62.5,65.5,69,66.5
73,50,46,56,46,43,65.5,69,66.5,73.5
50,46,40,46,43,39,69,66.5,73.5,67.5
46,40,52,43,39,47,66.5,73.5,67.5,62
40,52,56,39,47,46,73.5,67.5,62,65
52,56,51,47,46,45,67.5,62,65,58.5
56,51,75,46,45,49,62,65,58.5,59
51,75,79,45,49,48,65,58.5,59,56.5
75,79,47,49,48,34,58.5,59,56.5,65.5
79,47,36,48,34,38,59,56.5,65.5,69
47,36,53,34,38,44,56.5,65.5,69,65.5
36,53,63,38,44,49,65.5,69,65.5,72
53,63,30,44,49,37,69,65.5,72,62.5
63,30,53,49,37,42,65.5,72,62.5,60
30,53,46,37,42,39,72,62.5,60,70.5
53,46,23,42,39,30,62.5,60,70.5,70.5
46,23,26,39,30,32,60,70.5,70.5,66.5
23,26,49,30,32,40,70.5,70.5,66.5,65.5
26,49,52,32,40,45,70.5,66.5,65.5,68
49,52,40,40,45,43,66.5,65.5,68,72.5
52,40,46,45,43,47,65.5,68,72.5,66
40,46,58,43,47,49,68,72.5,66,65
46,58,65,47,49,50,72.5,66,65,67.5
58,65,68,49,50,54,66,65,67.5,72.5
65,68,49,50,54,49,65,67.5,72.5,75
68,49,41,54,49,44,67.5,72.5,75,69
49,41,63,49,44,50,72.5,75,69,71
41,63,35,44,50,39,75,69,71,73
63,35,34,50,39,43,69,71,73,74
35,34,30,39,43,37,71,73,74,66
34,30,41,43,37,41,73,74,66,69.5
30,41,51,37,41,49,74,66,69.5,75
41,51,43,41,49,47,66,69.5,75,76.5
51,43,35,49,47,45,69.5,75,76.5,77
43,35,29,47,45,41,75,76.5,77,82
35,29,27,45,41,42,76.5,77,82,80.5
29,27,38,41,42,45,77,82,80.5,71
27,38,63,42,45,56,82,80.5,71,77
38,63,38,45,56,47,80.5,71,77,79.5
63,38,30,56,47,45,71,77,79.5,78
38,30,61,47,45,57,77,79.5,78,72.5
30,61,76,45,57,60,79.5,78,72.5,72
61,76,63,57,60,56,78,72.5,72,72
76,63,58,60,56,54,72.5,72,72,69
63,58,71,56,54,57,72,72,69,65
58,71,78,54,57,56,72,69,65,66
71,78,66,57,56,52,69,65,66,75.5
78,66,39,56,52,46,65,66,75.5,77.5
66,39,30,52,46,41,66,75.5,77.5,83.5
39,30,26,46,41,41,75.5,77.5,83.5,82.5
30,26,26,41,41,41,77.5,83.5,82.5,78
26,26,34,41,41,47,83.5,82.5,78,79
26,34,46,41,47,52,82.5,78,79,82
34,46,31,47,52,47,78,79,82,80.5
46,31,38,52,47,49,79,82,80.5,79
31,38,39,47,49,49,82,80.5,79,71
38,39,61,49,49,56,80.5,79,71,73
39,61,60,49,56,56,79,71,73,71
61,60,76,56,56,57,71,73,71,59.5
60,76,91,56,57,56,73,71,59.5,68
76,91,28,57,56,34,71,59.5,68,67.5
91,28,52,56,34,48,59.5,68,67.5,70
28,52,50,34,48,49,68,67.5,70,72
52,50,47,48,49,49,67.5,70,72,74.5
50,47,49,49,49,51,70,72,74.5,73
47,49,56,49,51,53,72,74.5,73,74
49,56,55,51,53,51,74.5,73,74,70.5
56,55,70,53,51,56,73,74,70.5,71.5
55,70,54,51,56,51,74,70.5,71.5,72
70,54,53,56,51,50,70.5,71.5,72,69
54,53,56,51,50,52,71.5,72,69,68.5
53,56,50,50,52,48,72,69,68.5,73.5
56,50,43,52,48,47,69,68.5,73.5,75
50,43,40,48,47,48,68.5,73.5,75,74.5
43,40,56,47,48,54,73.5,75,74.5,74.5
40,56,50,48,54,51,75,74.5,74.5,76
56,50,34,54,51,44,74.5,74.5,76,76.5
50,34,33,51,44,42,74.5,76,76.5,74
34,33,38,44,42,44,76,76.5,74,73
33,38,51,42,44,49,76.5,74,73,74
38,51,53,44,49,53,74,73,74,72
51,53,56,49,53,51,73,74,72,65.5
53,56,80,53,51,57,74,72,65.5,66.5
56,80,63,51,57,51,72,65.5,66.5,67.5
80,63,44,57,51,43,65.5,66.5,67.5,64.5
63,44,63,51,43,50,66.5,67.5,64.5,68
44,63,73,43,50,56,67.5,64.5,68,66
63,73,75,50,56,55,64.5,68,66,63
73,75,66,56,55,49,68,66,63,67
75,66,54,55,49,47,66,63,67,69.5
66,54,44,49,47,44,63,67,69.5,65
54,44,75,47,44,58,67,69.5,65,65
44,75,53,44,58,44,69.5,65,65,67
75,53,50,58,44,46,65,65,67,77
53,50,33,44,46,43,65,67,77,62.5
50,33,58,46,43,46,67,77,62.5,57.5
33,58,78,43,46,49,77,62.5,57.5,61.5
58,78,70,46,49,51,62.5,57.5,61.5,68
78,70,49,49,51,47,57.5,61.5,68,72
70,49,43,51,47,47,61.5,68,72,66
49,43,65,47,47,52,68,72,66,62
43,65,68,47,52,48,72,66,62,46.5
65,68,96,52,48,44,66,62,46.5,40.5
68,96,82,48,44,34,62,46.5,40.5,57
96,82,55,44,34,37,46.5,40.5,57,66
82,55,38,34,37,37,40.5,57,66,59.5
55,38,66,37,37,47,57,66,59.5,70
38,66,38,37,47,40,66,59.5,70,72
66,38,34,47,40,39,59.5,70,72,74
38,34,31,40,39,39,70,72,74,75
34,31,33,39,39,41,72,74,75,66
31,33,53,39,41,48,74,75,66,66
33,53,56,41,48,48,75,66,66,66
53,56,58,48,48,49,66,66,66,68.5
56,58,46,48,49,45,66,66,68.5,70
58,46,42,49,45,42,66,68.5,70,72
46,42,37,45,42,42,68.5,70,72,72
42,37,35,42,42,40,70,72,72,69.5
37,35,35,42,40,37,72,72,69.5,62.5
35,35,69,40,37,49,72,69.5,62.5,57
35,69,80,37,49,48,69.5,62.5,57,54
