hum3,hum2,hum1,dewp3,dewp2,dewp1,tavg3,tavg2,tavg1,yTavg
42,36,47,10,3,7,32.5,33,26.5,23.5
36,47,52,3,7,11,33,26.5,23.5,46
47,52,20,7,11,6,26.5,23.5,46,46
52,20,17,11,6,0,23.5,46,46,48
20,17,13,6,0,-4,46,46,48,41
17,13,20,0,-4,1,46,48,41,49
13,20,23,-4,1,10,48,41,49,39.5
20,23,29,1,10,10,41,49,39.5,29
23,29,74,10,10,21,49,39.5,29,42.5
29,74,25,10,21,7,39.5,29,42.5,39.5
74,25,44,21,7,16,29,42.5,39.5,31.5
25,44,76,7,16,23,42.5,39.5,31.5,37
44,76,46,16,23,16,39.5,31.5,37,38
76,46,45,23,16,18,31.5,37,38,47.5
46,45,22,16,18,10,37,38,47.5,20.5
45,22,80,18,10,12,38,47.5,20.5,25.5
22,80,61,10,12,12,47.5,20.5,25.5,24
80,61,75,12,12,13,20.5,25.5,24,10
61,75,69,12,13,2,25.5,24,10,10.5
75,69,73,13,2,5,24,10,10.5,7
69,73,83,2,5,3,10,10.5,7,25
73,83,50,5,3,11,10.5,7,25,35.5
83,50,55,3,11,18,7,25,35.5,36.5
50,55,45,11,18,14,25,35.5,36.5,23.5
55,45,75,18,14,10,35.5,36.5,23.5,14.5
45,75,81,14,10,14,36.5,23.5,14.5,15.5
75,81,76,10,14,8,23.5,14.5,15.5,27
81,76,47,14,8,5,14.5,15.5,27,35
76,47,35,8,5,6,15.5,27,35,36.5
47,35,42,5,6,12,27,35,36.5,40.5
35,42,34,6,12,12,35,36.5,40.5,44
42,34,46,12,12,21,36.5,40.5,44,37
34,46,65,12,21,25,40.5,44,37,36.5
46,65,64,21,25,25,44,37,36.5,51
65,64,36,25,25,24,37,36.5,51,40.5
64,36,50,25,24,24,36.5,51,40.5,32
36,50,56,24,24,15,51,40.5,32,35
50,56,63,24,15,22,40.5,32,35,33.5
56,63,63,15,22,21,32,35,33.5,38.5
63,63,60,22,21,21,35,33.5,38.5,13.5
63,60,71,21,21,7,33.5,38.5,13.5,15
60,71,53,21,7,0,38.5,13.5,15,33
71,53,45,7,0,10,13.5,15,33,46.5
53,45,26,0,10,10,15,33,46.5,51
45,26,26,10,10,16,33,46.5,51,37.5
26,26,56,10,16,21,46.5,51,37.5,25.5
26,56,82,16,21,20,51,37.5,25.5,26.5
56,82,45,21,20,7,37.5,25.5,26.5,25.5
82,45,53,20,7,11,25.5,26.5,25.5,32.5
45,53,43,7,11,16,26.5,25.5,32.5,41
53,43,32,11,16,13,25.5,32.5,41,28.5
43,32,42,16,13,10,32.5,41,28.5,30.5
32,42,37,13,10,6,41,28.5,30.5,35.5
42,37,56,10,6,18,28.5,30.5,35.5,40
37,56,49,6,18,20,30.5,35.5,40,50.5
56,49,20,18,20,12,35.5,40,50.5,39
49,20,45,20,12,18,40,50.5,39,26
20,45,79,12,18,20,50.5,39,26,41
45,79,69,18,20,25,39,26,41,44.5
79,69,47,20,25,23,26,41,44.5,28.5
69,47,76,25,23,17,41,44.5,28.5,38.5
47,76,61,23,17,23,44.5,28.5,38.5,34
76,61,72,17,23,21,28.5,38.5,34,34.5
61,72,52,23,21,19,38.5,34,34.5,48
72,52,32,21,19,20,34,34.5,48,32
52,32,86,19,20,20,34.5,48,32,13
32,86,85,20,20,9,48,32,13,21.5
86,85,67,20,9,13,32,13,21.5,19.5
85,67,84,9,13,14,13,21.5,19.5,37.5
67,84,55,13,14,22,21.5,19.5,37.5,50
84,55,31,14,22,19,19.5,37.5,50,32
55,31,63,22,19,22,37.5,50,32,24.5
31,63,63,19,22,15,50,32,24.5,40
63,63,35,22,15,12,32,24.5,40,44.5
63,35,34,15,12,13,24.5,40,44.5,11.5
35,34,85,12,13,7,40,44.5,11.5,5
34,85,76,13,7,0,44.5,11.5,5,7.5
85,76,77,7,0,5,11.5,5,7.5,17
76,77,79,0,5,13,5,7.5,17,21.5
77,79,84,5,13,18,7.5,17,21.5,25.5
79,84,49,13,18,8,17,21.5,25.5,28
84,49,36,18,8,4,21.5,25.5,28,37.5
49,36,28,8,4,5,25.5,28,37.5,38.5
36,28,36,4,5,11,28,37.5,38.5,35.5
28,36,81,5,11,29,37.5,38.5,35.5,38.5
36,81,50,11,29,17,38.5,35.5,38.5,48
81,50,26,29,17,13,35.5,38.5,48,56.5
50,26,18,17,13,11,38.5,48,56.5,49
26,18,19,13,11,6,48,56.5,49,33.5
18,19,25,11,6,0,56.5,49,33.5,30.5
19,25,35,6,0,3,49,33.5,30.5,32
25,35,36,0,3,6,33.5,30.5,32,44
35,36,23,3,6,9,30.5,32,44,48
36,23,23,6,9,14,32,44,48,38
23,23,42,9,14,19,44,48,38,32.5
23,42,44,14,19,11,48,38,32.5,40
42,44,35,19,11,12,38,32.5,40,42
44,35,45,11,12,20,32.5,40,42,48.5
35,45,36,12,20,20,40,42,48.5,50.5
45,36,49,20,20,26,42,48.5,50.5,42
36,49,48,20,26,20,48.5,50.5,42,44.5
49,48,37,26,20,18,50.5,42,44.5,41.5
48,37,64,20,18,26,42,44.5,41.5,36.5
37,64,65,18,26,23,44.5,41.5,36.5,38.5
64,65,46,26,23,18,41.5,36.5,38.5,44
65,46,38,23,18,20,36.5,38.5,44,54.5
46,38,34,18,20,28,38.5,44,54.5,55
38,34,39,20,28,30,44,54.5,55,49
34,39,46,28,30,27,54.5,55,49,48.5
39,46,55,30,27,29,55,49,48.5,43.5
46,55,74,27,29,31,49,48.5,43.5,35.5
55,74,74,29,31,28,48.5,43.5,35.5,38
74,74,77,31,28,29,43.5,35.5,38,35.5
74,77,79,28,29,28,35.5,38,35.5,44
77,79,48,29,28,25,38,35.5,44,41
79,48,54,28,25,23,35.5,44,41,38.5
48,54,61,25,23,25,44,41,38.5,51.5
54,61,37,23,25,24,41,38.5,51.5,37.5
61,37,29,25,24,5,38.5,51.5,37.5,43
37,29,29,24,5,12,51.5,37.5,43,49
29,29,36,5,12,25,37.5,43,49,32
29,36,79,12,25,22,43,49,32,40
36,79,69,25,22,30,49,32,40,52
79,69,40,22,30,28,32,40,52,44
69,40,68,30,28,32,40,52,44,51.5
40,68,31,28,32,22,52,44,51.5,62.5
68,31,21,32,22,21,44,51.5,62.5,58
31,21,39,22,21,27,51.5,62.5,58,37
21,39,59,21,27,23,62.5,58,37,41.5
39,59,45,27,23,19,58,37,41.5,43.5
59,45,48,23,19,25,37,41.5,43.5,53.5
45,48,41,19,25,29,41.5,43.5,53.5,53.5
48,41,27,25,29,16,43.5,53.5,53.5,40.5
41,27,32,29,16,12,53.5,53.5,40.5,48
27,32,29,16,12,17,53.5,40.5,48,46.5
32,29,60,12,17,29,40.5,48,46.5,35
29,60,91,17,29,32,48,46.5,35,48
60,91,63,29,32,34,46.5,35,48,55.5
91,63,59,32,34,37,35,48,55.5,36
63,59,79,34,37,30,48,55.5,36,48.5
59,79,44,37,30,25,55.5,36,48.5,47.5
79,44,43,30,25,26,36,48.5,47.5,53.5
44,43,36,25,26,26,48.5,47.5,53.5,61
43,36,33,26,26,30,47.5,53.5,61,66.5
36,33,26,26,30,29,53.5,61,66.5,59.5
33,26,25,30,29,25,61,66.5,59.5,55
26,25,64,29,25,39,66.5,59.5,55,46
25,64,86,25,39,42,59.5,55,46,46
64,86,88,39,42,40,55,46,46,55
86,88,51,42,40,35,46,46,55,61.5
88,51,38,40,35,35,46,55,61.5,63.5
51,38,39,35,35,37,55,61.5,63.5,64.5
38,39,35,35,37,35,61.5,63.5,64.5,63
39,35,43,37,35,38,63.5,64.5,63,63
35,43,42,35,38,39,64.5,63,63,70
43,42,47,38,39,41,63,63,70,62
42,47,71,39,41,48,63,70,62,58
47,71,85,41,48,50,70,62,58,55
71,85,84,48,50,49,62,58,55,57
85,84,74,50,49,47,58,55,57,61
84,74,55,49,47,43,55,57,61,66
74,55,42,47,43,38,57,61,66,68.5
55,42,40,43,38,41,61,66,68.5,57.5
42,40,79,38,41,48,66,68.5,57.5,46
40,79,86,41,48,43,68.5,57.5,46,49
79,86,78,48,43,41,57.5,46,49,60.5
86,78,54,43,41,41,46,49,60.5,64.5
78,54,53,41,41,45,49,60.5,64.5,64.5
54,53,49,41,45,45,60.5,64.5,64.5,69
53,49,41,45,45,40,64.5,64.5,69,72.5
49,41,29,45,40,37,64.5,69,72.5,74.5
41,29,29,40,37,35,69,72.5,74.5,72
29,29,33,37,35,38,72.5,74.5,72,60.5
29,33,70,35,38,49,74.5,72,60.5,62
33,70,52,38,49,43,72,60.5,62,66
70,52,48,49,43,43,60.5,62,66,71
52,48,23,43,43,31,62,66,71,73
48,23,24,43,31,28,66,71,73,61.5
23,24,32,31,28,30,71,73,61.5,63.5
24,32,40,28,30,40,73,61.5,63.5,75
32,40,28,30,40,36,61.5,63.5,75,77.5
40,28,18,40,36,31,63.5,75,77.5,78
28,18,27,36,31,39,75,77.5,78,75
18,27,31,31,39,39,77.5,78,75,76.5
27,31,25,39,39,34,78,75,76.5,78
31,25,32,39,34,39,75,76.5,78,79
25,32,17,34,39,27,76.5,78,79,66.5
32,17,26,39,27,31,78,79,66.5,71.5
17,26,38,27,31,41,79,66.5,71.5,75.5
26,38,34,31,41,45,66.5,71.5,75.5,81.5
38,34,20,41,45,36,71.5,75.5,81.5,78
34,20,30,45,36,42,75.5,81.5,78,72.5
20,30,52,36,42,52,81.5,78,72.5,66.5
30,52,78,42,52,56,78,72.5,66.5,68
52,78,75,52,56,56,72.5,66.5,68,67
78,75,71,56,56,54,66.5,68,67,64.5
75,71,58,56,54,48,68,67,64.5,68
71,58,50,54,48,47,67,64.5,68,72.5
58,50,44,48,47,45,64.5,68,72.5,70
50,44,40,47,45,43,68,72.5,70,60.5
44,40,68,45,43,48,72.5,70,60.5,65.5
40,68,49,43,48,44,70,60.5,65.5,76.5
68,49,28,48,44,37,60.5,65.5,76.5,82.5
49,28,23,44,37,38,65.5,76.5,82.5,84
28,23,25,37,38,38,76.5,82.5,84,81.5
23,25,22,38,38,36,82.5,84,81.5,63.5
25,22,52,38,36,44,84,81.5,63.5,68.5
22,52,41,36,44,42,81.5,63.5,68.5,75.5
52,41,29,44,42,39,63.5,68.5,75.5,78
41,29,29,42,39,40,68.5,75.5,78,75.5
29,29,41,39,40,47,75.5,78,75.5,74.5
29,41,48,40,47,51,78,75.5,74.5,76
41,48,43,47,51,50,75.5,74.5,76,80
48,43,37,51,50,49,74.5,76,80,82.5
43,37,34,50,49,49,76,80,82.5,79
37,34,31,49,49,44,80,82.5,79,81
34,31,26,49,44,41,82.5,79,81,78
31,26,32,44,41,44,79,81,78,75
26,32,48,41,44,52,81,78,75,75.5
32,48,47,44,52,52,78,75,75.5,80.5
48,47,37,52,52,50,75,75.5,80.5,67
47,37,75,52,50,57,75.5,80.5,67,75
37,75,67,50,57,58,80.5,67,75,74
75,67,59,57,58,56,67,75,74,79
67,59,40,58,56,49,75,74,79,81
59,40,32,56,49,43,74,79,81,81.5
40,32,34,49,43,48,79,81,81.5,82.5
32,34,32,43,48,49,81,81.5,82.5,80
34,32,41,48,49,52,81.5,82.5,80,70.5
32,41,74,49,52,60,82.5,80,70.5,76.5
41,74,67,52,60,60,80,70.5,76.5,70
74,67,69,60,60,58,70.5,76.5,70,70.5
67,69,68,60,58,56,76.5,70,70.5,71.5
69,68,71,58,56,57,70,70.5,71.5,67.5
68,71,74,56,57,56,70.5,71.5,67.5,70
71,74,73,57,56,55,71.5,67.5,70,67
74,73,51,56,55,46,67.5,70,67,70.5
73,51,31,55,46,39,70,67,70.5,72.5
51,31,34,46,39,37,67,70.5,72.5,74.5
31,34,30,39,37,39,70.5,72.5,74.5,74
34,30,29,37,39,36,72.5,74.5,74,78.5
30,29,27,39,36,42,74.5,74,78.5,75.5
29,27,41,36,42,43,74,78.5,75.5,71
27,41,40,42,43,41,78.5,75.5,71,72
41,40,34,43,41,40,75.5,71,72,70
40,34,25,41,40,34,71,72,70,72
34,25,34,40,34,41,72,70,72,75
25,34,27,34,41,37,70,72,75,75.5
34,27,23,41,37,37,72,75,75.5,75.5
27,23,29,37,37,37,75,75.5,75.5,71
23,29,35,37,37,33,75.5,75.5,71,71
29,35,44,37,33,40,75.5,71,71,75
35,44,32,33,40,42,71,71,75,74
44,32,38,40,42,45,71,75,74,76
32,38,30,42,45,41,75,74,76,68
38,30,25,45,41,31,74,76,68,61.5
30,25,40,41,31,26,76,68,61.5,61
25,40,32,31,26,31,68,61.5,61,66.5
40,32,26,26,31,30,61.5,61,66.5,68.5
32,26,24,31,30,34,61,66.5,68.5,73.5
26,24,44,30,34,45,66.5,68.5,73.5,75.5
24,44,23,34,45,36,68.5,73.5,75.5,76.5
44,23,35,45,36,47,73.5,75.5,76.5,77
